## End of Megatron

"N","RoBERTa","#0169c9","BERT","2019.7","",,"https://arxiv.org/abs/1907.11692",,,,,,,,,
## RoBERTa variations
"N","ChemBERTa","#0169c9","RoBERTa","2020.10","",,"https://arxiv.org/abs/2010.09885",,,,,,,,,
"N","ChemBERTa-2","#0169c9","RoBERTa","2022.9","",,"https://arxiv.org/abs/2209.01712",,,,,,,,,
## End of RoBERTa

"#N","DistilBERT","#0169c9","BERT","2019.10","",,"https://arxiv.org/abs/1910.01108",,,,,,,,,
"#N","ALBERT","#0169c9","BERT","2019.9","",,"https://arxiv.org/abs/1909.11942",,,,,,,,,
"#N","XLNet","#0169c9","BERT","2019.6","",,"https://arxiv.org/abs/1906.08237",,,,,,,,,
"#N","ERNIE","#0169c9","BERT","2019.7","",,"https://arxiv.org/abs/1907.12412",,,,,,,,,
"N","BioBERT","#0169c9","BERT","2020.2","",,"https://academic.oup.com/bioinformatics/article/36/4/1234/5566506",,,,,,,,,
"N","BlueBERT","#0169c9","BERT","2019.6","",,"https://arxiv.org/abs/1906.05474",,,,,,,,,
"N","ChemBERT","#0169c9","BERT","2021.6","",,"https://pubs.acs.org/doi/10.1021/acs.jcim.1c00284",,,,,,,,,
"N","ClinicalBERT","#0169c9","BERT","2020.4","",,"https://arxiv.org/abs/1904.05342",,,,,,,,,
"N","MatBERT","#0169c9","BERT","2022.4","",,"https://arxiv.org/abs/2011.13230",,,,,,,,,
"N","MaterialsBERT","#0169c9","BERT","2023.4","",,"https://www.nature.com/articles/s41524-023-01003-w",,,,,,,,,
"N","Mol-BERT","#0169c9","BERT","2021.9","",,"https://www.hindawi.com/journals/wcmc/2021/7181815/",,,,,,,,,
"N","MolBERT","#0169c9","BERT","2020.11","",,"https://arxiv.org/abs/2011.13230",,,,,,,,,
"N","MolFormer","#0169c9","BERT","2022.5","",,"https://www.researchsquare.com/article/rs-1570270/v1",,,,,,,,,
"N","MTL-BERT","#0169c9","BERT","2021.10","",,"https://arxiv.org/abs/2110.03895",,,,,,,,,
"N","PubMedBERT","#0169c9","BERT","2021.10","",,"https://dl.acm.org/doi/10.1145/3458754",,,,,,,,,
"N","ScholarBERT","#0169c9","BERT","2022.5","",,"https://arxiv.org/abs/2205.11342",,,,,,,,,
"N","Schwaller2020","#0169c9","BERT","2020.12","",,"https://arxiv.org/abs/2012.06051",,,,,,,,,
"N","SMILES-BERT","#0169c9","BERT","2019.9","",,"https://dl.acm.org/doi/10.1145/3307339.3342186",,,,,,,,,
"N","SolvBERT","#0169c9","BERT","2022.10","",,"https://chemrxiv.org/engage/chemrxiv/article-details/633d6bbfea6a225b1809e24e",,,,,,,,,

## SciBERT
"N","SciBERT","#0169c9","BERT","2019.9","",,"https://arxiv.org/abs/1903.10676",,,,,,,,,
"N","MatSciBERT","#0169c9","SciBERT","2022.5","",,"https://www.nature.com/articles/s41524-022-00784-w",,,,,,,,,
## End Of SciBERT

# End of BERT

"N","GPT","#ecba5b","Transformers","2018","",,"https://www.mikecaptain.com/resources/pdf/GPT-1.pdf",,,,,,,,,
# GPT variations
"N","GPT-2","#ecba5b","GPT","2019.2","",,"https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf",,,,,,,,,
"N","GPT-3","#ecba5b","GPT","2020.6","",,"https://arxiv.org/abs/2005.14165",,,,,,,,,
"N","GPT-4","#ecba5b","GPT","2023.3","",,"",,,,,,,,,
"N","Codex","#ecba5b","GPT","2021.7","",,"https://arxiv.org/abs/2107.03374",,,,,,,,,
"N","LLaMa","#ecba5b","GPT","2023.2","",,"https://arxiv.org/abs/2302.13971",,,,,,,,,
"N","LLaMa2","#ecba5b","GPT","2023.7","",,"https://arxiv.org/abs/2307.09288",,,,,,,,,
"N","Pythia","#ecba5b","GPT","2023.4","",,"https://arxiv.org/abs/2304.01373",,,,,,,,,
"N","XLNet","#ecba5b","GPT","2019.6","",,"https://arxiv.org/abs/1906.08237",,,,,,,,,
"N","PaLM","#ecba5b","GPT","2022.4","",,"https://arxiv.org/abs/2204.02311",,,,,,,,,
"N","Chinchila","#ecba5b","GPT","2022.3","",,"https://arxiv.org/abs/2203.15556",,,,,,,,,
"N","Bard","#ecba5b","GPT","2020.3","",,"https://arxiv.org/abs/2003.01207",,,,,,,,,
"N","Galactica","#ecba5b","GPT","2022.11","",,"https://arxiv.org/abs/2211.09085",,,,,,,,,
"N","Adilov2021","#ecba5b","GPT","2021.9","",,"https://chemrxiv.org/engage/chemrxiv/article-details/6142f60742198e8c31782e9e",,,,,,,,,
"N","AutoMolDesigner","#ecba5b","GPT","2024.1","",,"https://pubs.acs.org/doi/10.1021/acs.jcim.3c01562",,,,,,,,,
"N","BioGPT","#ecba5b","GPT","2022.9","",,"https://academic.oup.com/bib/article/23/6/bbac409/6713511?login=true",,,,,,,,,
"N","BioMedGPT-LM","#ecba5b","GPT","2023.8","",,"https://arxiv.org/abs/2308.09442",,,,,,,,,
"N","ChemSpaceAL","#ecba5b","GPT","2023.9","",,"https://arxiv.org/abs/2309.05853",,,,,,,,,
"N","CONSMI","#ecba5b","GPT","2024.1","",,"https://www.mdpi.com/1420-3049/29/2/495",,,,,,,,,
"N","GPTChem","#ecba5b","GPT","2024.2","",,"https://chemrxiv.org/engage/chemrxiv/article-details/652e50b98bab5d2055852dde",,,,,,,,,
"N","iupacGPT","#ecba5b","GPT","2023.5","",,"https://chemrxiv.org/engage/chemrxiv/article-details/645f49f9a32ceeff2d90c9ae",,,,,,,,,
"N","MolGPT","#ecba5b","GPT","2021.10","",,"https://pubs.acs.org/doi/full/10.1021/acs.jcim.1c00600",,,,,,,,,
"N","PeTrans","#ecba5b","GPT","2023.1","",,"https://www.mdpi.com/1422-0067/24/2/1146",,,,,,,,,
"N","SGPT-RL","#ecba5b","GPT","2023.6","",,"https://f1000research.com/articles/12-757/v2",,,,,,,,,
# End of GPT

"N","T5","#c7bff0","Transformers","2019.10","",,"https://arxiv.org/abs/1910.10683",,,,,,,,,
# T5 variations
"N","Flan-T5","#c7bff0","T5","2022","",,"url",,,,,,,,,
"N","Mol-T5","#c7bff0","T5","2022.4","",,"https://arxiv.org/abs/2204.11817",,,,,,,,,
"N","BioMol-T5+","#c7bff0","T5","2024.2","",,"https://arxiv.org/abs/2402.17810",,,,,,,,,
"N","TransAntivirus","#c7bff0","T5","2023.6","",,"https://pubs.acs.org/doi/10.1021/acs.jcim.3c00536",,,,,,,,,
"N","Christofidellis2023","#c7bff0","T5","2023.5","",,"https://arxiv.org/abs/2301.12586",,,,,,,,,
# End of T5

"#",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Connectors",,,,,,,,,,,,,,,
"#","Leaving 'To When' empty will result in using 'From When' as this value",,,,,,,,,,,,,,,
"#","From When","From","To When","To","Thickness","Color",,,,,,,,,,
"#C","2017","Transformers","2018","BERT","2","#bf1238",,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Domains",,,,,,,,,,,,,,,
"#","Distribution","Color","Intensity",,,,,,,,,,,,,
"#D","Transformers","#bf1238","15",,,,,,,,,,,,,
"#D","Transformers","#bf1238","15",,,,,,,,,,,,,
"#D","Transformers","#bf1238","15",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Images",,,,,,,,,,,,,,,
"#","File Path","x Position","y Position",,,,,,,,,,,,,
"SVG","images/tux.svg","0","0",,,,,,,,,,,,,
"#SVG","images/gnu.svg","140","190",,,,,,,,,,,,,
"#SVG","images/info-connectors.svg","120","270",,,,,,,,,,,,,
